actor,filmId,genre,producer,rating,title
Stanley Tucci,10609.0,Drama,Simon Bosanquet,7.0,The Life and Death of Peter Sellers
Jean Reno,7229.0,Comedy,Saïd Ben Saïd,7.0,Ruby & Quentin
Jeremy Irons,11162.0,Drama,Cary Brokaw,7.0,The Merchant of Venice
Al Pacino,11162.0,Drama,Cary Brokaw,7.0,The Merchant of Venice
Paul Giamatti,9675.0,Comedy,Michael London,7.0,Sideways
Christian Bale,4553.0,Thriller,Julio Fernández,7.0,The Machinist
Jamie Foxx,1677.0,Drama,Taylor Hackford,7.0,Ray
Jude Law,2567.0,Drama,Michael Mann,7.0,The Aviator
Willem Dafoe,2567.0,Drama,Michael Mann,7.0,The Aviator
Leonardo DiCaprio,2567.0,Drama,Michael Mann,7.0,The Aviator
Owen Wilson,421.0,Adventure,Scott Rudin,7.0,The Life Aquatic with Steve Zissou
Willem Dafoe,421.0,Adventure,Scott Rudin,7.0,The Life Aquatic with Steve Zissou
Bill Murray,421.0,Adventure,Scott Rudin,7.0,The Life Aquatic with Steve Zissou
Ralph Fiennes,533.0,Adventure,Nick Park,7.0,The Curse of the Were-Rabbit
Robert Downey Jr.,5236.0,Action,Joel Silver,7.0,Kiss Kiss Bang Bang
Al Pacino,24019.0,Drama,Celia D. Costas,7.0,Angels in America
Antonio Banderas,809.0,Adventure,Aron Warner,7.0,Shrek 2
Tom Hanks,20763.0,Drama,Lauren Shuler Donner,7.0,Radio Flyer
Willem Dafoe,14746.0,Action,Joel Silver,7.0,Streets of Fire
Willem Dafoe,9846.0,Action,Irving H. Levin,7.0,To Live and Die in L.A.
Willem Dafoe,483.0,Comedy,Steve Golin,7.0,Wild at Heart
Nicolas Cage,483.0,Comedy,Steve Golin,7.0,Wild at Heart
Robert Duvall,916.0,Action,Philip D Antoni,7.0,Bullitt
John Goodman,42045.0,Drama,Bernard Schwartz,7.0,Sweet Dreams
Brad Pitt,1164.0,Drama,Steve Golin,7.0,Babel
Steve Buscemi,400.0,Drama,Cary Woods,7.0,Things to Do in Denver When You're Dead
Kevin Costner,11509.0,Action,Lawrence Kasdan,7.0,Silverado
William H. Macy,10744.0,Drama,Sean Furst,7.0,The Cooler
Christopher Walken,400.0,Drama,Cary Woods,7.0,Things to Do in Denver When You're Dead
Ben Affleck,2295.0,Comedy,Scott Mosier,7.0,Clerks II
Geoffrey Rush,58.0,Adventure,Jerry Bruckheimer,7.0,Pirates of the Caribbean: Dead Man's Chest
Johnny Depp,58.0,Adventure,Jerry Bruckheimer,7.0,Pirates of the Caribbean: Dead Man's Chest
Stanley Tucci,350.0,Comedy,Wendy Finerman,7.0,The Devil Wears Prada
Ben Kingsley,11093.0,Drama,Michael London,7.0,House of Sand and Fog
Owen Wilson,920.0,Animation,Darla K. Anderson,7.0,Cars
John Goodman,920.0,Animation,Darla K. Anderson,7.0,Cars
Tom Hanks,920.0,Animation,Darla K. Anderson,7.0,Cars
Tom Cruise,616.0,Drama,Tom Cruise,7.0,The Last Samurai
Harrison Ford,11092.0,Drama,Sydney Pollack,7.0,Presumed Innocent
Jason Statham,1948.0,Action,Tom Rosenberg,7.0,Crank
Antonio Banderas,8047.0,Drama,Andrés Vicente Gómez,7.0,Matador
Forest Whitaker,1523.0,Drama,Lisa Bryer,7.0,The Last King of Scotland
James McAvoy,1523.0,Drama,Lisa Bryer,7.0,The Last King of Scotland
Michael Caine,10536.0,Action,Michael Deeley,7.0,The Italian Job
Gary Oldman,20312.0,Adventure,Bob Gale,7.0,Interstate 60
Kevin Costner,4643.0,Action,Beau Flynn,7.0,The Guardian
Colin Firth,508.0,Comedy,Tim Bevan,7.0,Love Actually
Russell Crowe,8619.0,Adventure,Peter Weir,7.0,Master and Commander: The Far Side of the World
Sean Penn,470.0,Drama,Alejandro González Iñárritu,7.0,21 Grams
Dwayne Johnson,9766.0,Action,Neal H. Moritz,7.0,Gridiron Gang
Hugh Jackman,1381.0,Drama,Iain Smith,7.0,The Fountain
Jean Reno,10846.0,Comedy,Gianluigi Braschi,7.0,The Tiger and the Snow
Benicio del Toro,470.0,Drama,Alejandro González Iñárritu,7.0,21 Grams
Jeremy Irons,11012.0,Drama,Louis Malle,7.0,Damage
William H. Macy,860.0,Thriller,Richard Hashimoto,7.0,WarGames
Mark Wahlberg,11652.0,Drama,Mark Ciardi,7.0,Invincible
Paul Giamatti,1491.0,Fantasy,Bob Yari,7.0,The Illusionist
Edward Norton,1491.0,Fantasy,Bob Yari,7.0,The Illusionist
Robert De Niro,363992.0,Crime,Joseph E. Iberti,7.0,The Wizard of Lies
Tommy Lee Jones,47095.0,Drama,Wolfgang Glattes,7.0,House of Cards
Jeremy Irons,2297.0,Comedy,Stuart Cornfeld,7.0,Kafka
Channing Tatum,9762.0,Music,Patrick Wachsberger,7.0,Step Up
Jude Law,2289.0,Drama,Sydney Pollack,7.0,Cold Mountain
Ralph Fiennes,8055.0,Drama,Sydney Pollack,7.0,The Reader
Ralph Fiennes,25095.0,Drama,Mary Selway,7.0,Wuthering Heights
Geoffrey Rush,4441.0,Drama,Margaret Fink,7.0,Candy
James McAvoy,411.0,Adventure,David Minkowski,7.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
Joaquin Phoenix,69.0,Drama,James Keach,7.0,Walk the Line
Michael Caine,33175.0,Comedy,Elinor Day,7.0,The Actors
Joaquin Phoenix,577.0,Fantasy,Laura Ziskin,7.0,To Die For
Stanley Tucci,431490.0,Comedy,Alexander Bulkley,7.0,BoJack Horseman Christmas Special: Sabrina's Christmas Wish
Christopher Plummer,33157.0,History,Dino De Laurentiis,7.0,Waterloo
James McAvoy,192936.0,Drama,David R. Kappes,7.0,Frank Herbert's Children of Dune
Anthony Hopkins,5902.0,Drama,Joseph E. Levine,7.0,A Bridge Too Far
Jamie Foxx,25.0,Drama,Sam Mendes,7.0,Jarhead
Adrien Brody,254.0,Adventure,Peter Jackson,7.0,King Kong
Jake Gyllenhaal,25.0,Drama,Sam Mendes,7.0,Jarhead
Willem Dafoe,1951.0,Drama,Vibeke Windeløv,7.0,Manderlay
Colin Farrell,5902.0,Drama,Joseph E. Levine,7.0,A Bridge Too Far
Robert De Niro,203.0,Drama,Martin Scorsese,7.0,Mean Streets
Johnny Depp,11044.0,Fantasy,Claudie Ossard,7.0,Arizona Dream
George Clooney,3291.0,Drama,Grant Heslov,7.0,"Good Night, and Good Luck."
Robert Downey Jr.,3291.0,Drama,Grant Heslov,7.0,"Good Night, and Good Luck."
Jeremy Renner,9701.0,Drama,Nick Wechsler,7.0,North Country
Woody Harrelson,9701.0,Drama,Nick Wechsler,7.0,North Country
Clint Eastwood,10734.0,Crime,Don Siegel,7.0,Escape from Alcatraz
Michael Caine,5902.0,Drama,Joseph E. Levine,7.0,A Bridge Too Far
Tommy Lee Jones,8053.0,Adventure,Luc Besson,7.0,The Three Burials of Melquiades Estrada
Daniel Craig,612.0,Drama,Steven Spielberg,7.0,Munich
Geoffrey Rush,612.0,Drama,Steven Spielberg,7.0,Munich
Anthony Hopkins,34193.0,Drama,Joseph E. Levine,7.0,Magic
Daniel Craig,9389.0,Action,Aton Soumache,7.0,Renaissance
Joseph Gordon-Levitt,9270.0,Drama,Ram Bergman,7.0,Brick
Ben Kingsley,186.0,Drama,Andreas Grosch,7.0,Lucky Number Slevin
Christian Bale,29751.0,Documentary,Rick Hill,8.0,Batman Unmasked: The Psychology of the Dark Knight
Owen Wilson,81167.0,Documentary,Robert B. Weide,8.0,Woody Allen: A Documentary
William H. Macy,4995.0,Drama,Paul Thomas Anderson,8.0,Boogie Nights
Harrison Ford,89.0,Adventure,Robert Watts,8.0,Indiana Jones and the Last Crusade
Clint Eastwood,33.0,Western,Clint Eastwood,8.0,Unforgiven
Morgan Freeman,33.0,Western,Clint Eastwood,8.0,Unforgiven
Paul Giamatti,213110.0,Comedy,Ken F. Levin,8.0,The Amazing Screw-On Head
John Cusack,235.0,Crime,Bruce A. Evans,8.0,Stand by Me
Christopher Walken,703.0,Comedy,Charles H. Joffe,8.0,Annie Hall
Jim Carrey,24665.0,Comedy,Judd Apatow,8.0,Jim Carrey: Unnatural Act
Robert De Niro,1578.0,Drama,Irwin Winkler,8.0,Raging Bull
Robert Duvall,240.0,Drama,Francis Ford Coppola,8.0,The Godfather: Part II
Al Pacino,240.0,Drama,Francis Ford Coppola,8.0,The Godfather: Part II
Robert De Niro,240.0,Drama,Francis Ford Coppola,8.0,The Godfather: Part II
Jean Reno,175.0,Adventure,Patrice Ledoux,8.0,The Big Blue
Samuel L. Jackson,769.0,Drama,Irwin Winkler,8.0,GoodFellas
Robert De Niro,769.0,Drama,Irwin Winkler,8.0,GoodFellas
Robert De Niro,311.0,Drama,Arnon Milchan,8.0,Once Upon a Time in America
Harrison Ford,1892.0,Adventure,Howard G. Kazanjian,8.0,Return of the Jedi
Michael Caine,983.0,Adventure,William Hill,8.0,The Man Who Would Be King
Christopher Plummer,28198.0,Horror,Augusto Caminito,8.0,Vampire in Venice
Jake Gyllenhaal,242582.0,Crime,Jennifer Fox,8.0,Nightcrawler
Bill Murray,289314.0,Drama,David Coatsworth,8.0,Olive Kitteridge
Benedict Cumberbatch,205596.0,History,Teddy Schwarzman,8.0,The Imitation Game
Jude Law,782.0,Thriller,Danny DeVito,8.0,Gattaca
Sean Penn,2649.0,Drama,Steve Golin,8.0,The Game
Johnny Depp,32624.0,Music,Jasmine Dellal,8.0,When the Road Bends: Tales of a Gypsy Caravan
Christopher Plummer,983.0,Adventure,William Hill,8.0,The Man Who Would Be King
Samuel L. Jackson,207703.0,Crime,Adam Bohling,8.0,Kingsman: The Secret Service
Colin Firth,207703.0,Crime,Adam Bohling,8.0,Kingsman: The Secret Service
Harrison Ford,140607.0,Action,Bryan Burk,8.0,Star Wars: The Force Awakens
Ewan McGregor,140607.0,Action,Bryan Burk,8.0,Star Wars: The Force Awakens
Daniel Craig,140607.0,Action,Bryan Burk,8.0,Star Wars: The Force Awakens
Tom Cruise,318224.0,Documentary,Lawrence Wright,8.0,Going Clear: Scientology and the Prison of Belief
Stanley Tucci,108316.0,Comedy,Dan Stone,5.0,The Alarmist
Benedict Cumberbatch,43719.0,Drama,Joanna Anderson,5.0,Small Island
Don Cheadle,161.0,Thriller,Jerry Weintraub,7.0,Ocean's Eleven
Jude Law,853.0,War,Jean-Jacques Annaud,7.0,Enemy at the Gates
Idris Elba,284053.0,Action,Kevin Feige,5.0,Thor: Ragnarok
Anthony Hopkins,284053.0,Action,Kevin Feige,5.0,Thor: Ragnarok
Ben Kingsley,300803.0,Action,Raffaella De Laurentiis,5.0,Dragonheart 3: The Sorcerer's Curse
Bradley Cooper,49429.0,Drama,Christine K. Walker,5.0,Older Than America
Stanley Tucci,19326.0,Comedy,Yoram Ben-Ami,5.0,Jury Duty
Nicolas Cage,9708.0,Mystery,Nicolas Cage,5.0,The Wicker Man
Christopher Plummer,44630.0,Action,Benjamin Fisz,5.0,Aces High
James Franco,9708.0,Mystery,Nicolas Cage,5.0,The Wicker Man
James Franco,416166.0,Thriller,Lati Grobman,5.0,The Institute
Jeremy Irons,11849.0,Action,Kia Jam,5.0,Dungeons & Dragons
J.K. Simmons,266718.0,Thriller,Gillian Greene,5.0,Murder of a Cat
Samuel L. Jackson,2017.0,Action,Barry M. Berg,5.0,No Good Deed
Denzel Washington,9271.0,Action,Gary Lucchesi,5.0,Virtuosity
Colin Firth,20357.0,Drama,Nicky Kentish Barnes,5.0,Trauma
James Franco,399747.0,Thriller,Iris Torres,5.0,"Mother, May I Sleep with Danger?"
Tommy Lee Jones,414.0,Action,Tim Burton,5.0,Batman Forever
Jim Carrey,414.0,Action,Tim Burton,5.0,Batman Forever
Nicolas Cage,388202.0,Action,George Furla,5.0,Arsenal
Christopher Walken,27350.0,Action,J. Boyce Harman Jr.,5.0,McBain
Forest Whitaker,3586.0,Drama,Robert Altman,5.0,Prêt-à-Porter
Mark Ruffalo,9568.0,Horror,Pierre David,5.0,The Dentist
Bill Murray,222936.0,Drama,Cameron Crowe,5.0,Aloha
James Franco,328796.0,Drama,Jennifer Glynn,5.0,Burn Country
Tom Hardy,11074.0,Crime,Marty Kaplan,5.0,Striking Distance
Bill Murray,34170.0,Family,Pen Densham,5.0,Larger Than Life
Matthew McConaughey,34170.0,Family,Pen Densham,5.0,Larger Than Life
Willem Dafoe,354979.0,Drama,Braxton Pope,5.0,Dog Eat Dog
Nicolas Cage,277546.0,Drama,Bingo Gubelmann,5.0,The Runner
Dustin Hoffman,2800.0,Comedy,Paula Weinstein,5.0,Rumor Has It...
Mark Ruffalo,2800.0,Comedy,Paula Weinstein,5.0,Rumor Has It...
Kevin Costner,2800.0,Comedy,Paula Weinstein,5.0,Rumor Has It...
Tom Cruise,343611.0,Action,Tom Cruise,5.0,Jack Reacher: Never Go Back
Tom Hiddleston,254302.0,Drama,Jeremy Thomas,5.0,High-Rise
Morgan Freeman,12123.0,Action,Arne Schmidt,5.0,Chain Reaction
Christopher Plummer,49683.0,Drama,Alan J. Pakula,5.0,Inside Daisy Clover
Al Pacino,12701.0,Adventure,Irwin Winkler,5.0,Revolution
Will Ferrell,9722.0,Comedy,Douglas Wick,5.0,Bewitched
Hugh Jackman,27074.0,Western,Christopher Hunt,5.0,Oklahoma!
Steve Carell,9722.0,Comedy,Douglas Wick,5.0,Bewitched
Keanu Reeves,263472.0,Drama,Colleen Camp,5.0,Knock Knock
Robert De Niro,11058.0,Drama,Cathy Schulman,5.0,Godsend
Ben Stiller,10710.0,Comedy,Barry Levinson,5.0,Envy
Christopher Walken,10710.0,Comedy,Barry Levinson,5.0,Envy
Michael Caine,9722.0,Comedy,Douglas Wick,5.0,Bewitched
Jeremy Irons,254302.0,Drama,Jeremy Thomas,5.0,High-Rise
Michael Caine,9624.0,Action,A. Kitman Ho,5.0,On Deadly Ground
Nicolas Cage,354979.0,Drama,Braxton Pope,5.0,Dog Eat Dog
Keanu Reeves,12123.0,Action,Arne Schmidt,5.0,Chain Reaction
Jeremy Irons,121856.0,Action,Michael Fassbender,5.0,Assassin's Creed
Denzel Washington,42347.0,Action,Tim Bevan,5.0,For Queen & Country
Stanley Tucci,8067.0,Fantasy,Andrew Macdonald,6.0,A Life Less Ordinary
Colin Farrell,1647.0,Action,Roger Birnbaum,6.0,The Recruit
Al Pacino,1647.0,Action,Roger Birnbaum,6.0,The Recruit
Samuel L. Jackson,45153.0,Drama,Samuel L. Jackson,6.0,Eve's Bayou
Bill Murray,10890.0,Action,Ivan Reitman,6.0,Stripes
Dustin Hoffman,9770.0,Action,Arnold Kopelson,6.0,Mad City
Forest Whitaker,178.0,Drama,Pen Densham,6.0,Blown Away
Robert Downey Jr.,12616.0,Drama,Mike Figgis,6.0,One Night Stand
Stanley Tucci,12647.0,Drama,Robert F. Colesberry,6.0,Billy Bathgate
Paul Giamatti,16155.0,Comedy,Andrew Hauptman,6.0,Safe Men
Christopher Plummer,10395.0,Fantasy,Douglas Wick,6.0,Wolf
Morgan Freeman,11258.0,Thriller,Gary Levinsohn,6.0,Hard Rain
Morgan Freeman,4614.0,Thriller,Mace Neufeld,6.0,The Sum of All Fears
Leonardo DiCaprio,9313.0,Action,René Dupont,6.0,The Man in the Iron Mask
Jeremy Irons,9313.0,Action,René Dupont,6.0,The Man in the Iron Mask
Ewan McGregor,1894.0,Adventure,George Lucas,6.0,Star Wars: Episode II - Attack of the Clones
Samuel L. Jackson,1894.0,Adventure,George Lucas,6.0,Star Wars: Episode II - Attack of the Clones
Bill Murray,617.0,Thriller,Steven A. Jones,6.0,Wild Things
John Goodman,28466.0,Drama,William Sackheim,6.0,The Survivors
Robert Duvall,32221.0,Drama,Renny Harlin,6.0,Rambling Rose
Nicolas Cage,795.0,Drama,Charles Roven,6.0,City of Angels
Robert Downey Jr.,12488.0,Thriller,Jeremy Tannenbaum,6.0,The Gingerbread Man
Tom Hanks,2565.0,Fantasy,Steven Spielberg,6.0,Joe Versus the Volcano
Ben Affleck,4614.0,Thriller,Mace Neufeld,6.0,The Sum of All Fears
Robert Duvall,31671.0,Action,Robert Chartoff,6.0,Breakout
Ben Stiller,2788.0,Drama,Danny DeVito,6.0,Reality Bites
Ben Affleck,1537.0,Action,Scott Rudin,6.0,Changing Lanes
Samuel L. Jackson,1537.0,Action,Scott Rudin,6.0,Changing Lanes
Ryan Reynolds,11452.0,Comedy,Robert L. Levy,6.0,National Lampoon’s Van Wilder
Morgan Freeman,11560.0,Drama,Jesse Beaton,6.0,High Crimes
John Goodman,5678.0,Action,Charles Gordon,6.0,The Wrong Guys
Clint Eastwood,8839.0,Fantasy,Colin Wilson,6.0,Casper
Edward Norton,9275.0,Comedy,Peter Macgregor-Scott,6.0,Death to Smoochy
Tom Cruise,10627.0,Drama,Howard B. Jaffe,6.0,Taps
Sean Penn,10627.0,Drama,Howard B. Jaffe,6.0,Taps
Tom Cruise,18172.0,Romance,Stephen Deutsch,6.0,All the Right Moves
Peter Dinklage,441.0,Drama,Anthony Bregman,6.0,Human Nature
Ewan McGregor,41165.0,Drama,Ewan McGregor,6.0,Nora
Tommy Lee Jones,11808.0,Thriller,Arnold Kopelson,6.0,U.S. Marshals
Mark Ruffalo,12100.0,Drama,John Woo,6.0,Windtalkers
Steve Buscemi,12647.0,Drama,Robert F. Colesberry,6.0,Billy Bathgate
Dustin Hoffman,12647.0,Drama,Robert F. Colesberry,6.0,Billy Bathgate
Samuel L. Jackson,1613.0,Thriller,Malcolm Kohll,6.0,The 51st State
William H. Macy,9260.0,Comedy,Steven Soderbergh,6.0,Welcome to Collinwood
George Clooney,9260.0,Comedy,Steven Soderbergh,6.0,Welcome to Collinwood
Steve Buscemi,11003.0,Romance,Jack Giarraputo,6.0,The Wedding Singer
Jean Reno,2110.0,Drama,Luc Besson,6.0,Wasabi
Jake Gyllenhaal,31005.0,Romance,Mark Johnson,6.0,Moonlight Mile
Dustin Hoffman,31005.0,Romance,Mark Johnson,6.0,Moonlight Mile
Geoffrey Rush,9034.0,Comedy,Mark Johnson,6.0,The Banger Sisters
Forest Whitaker,10859.0,Action,John Badham,6.0,Stakeout
Al Pacino,9296.0,Comedy,Andrew Niccol,6.0,S1m0ne
Samuel L. Jackson,7451.0,Action,Neal H. Moritz,6.0,xXx
Clint Eastwood,9573.0,Crime,Clint Eastwood,6.0,Blood Work
Samuel L. Jackson,10153.0,Science Fiction,Michael Crichton,6.0,Sphere
Dustin Hoffman,10153.0,Science Fiction,Michael Crichton,6.0,Sphere
Jake Gyllenhaal,9962.0,Drama,Gina Kwon,6.0,The Good Girl
Harrison Ford,8665.0,Drama,Kathryn Bigelow,6.0,K-19: The Widowmaker
Christopher Walken,9558.0,Thriller,Augusto Caminito,6.0,King of New York
Steve Buscemi,9558.0,Thriller,Augusto Caminito,6.0,King of New York
Robert Downey Jr.,11808.0,Thriller,Arnold Kopelson,6.0,U.S. Marshals
Nicolas Cage,10427.0,Crime,Steve Golin,6.0,Red Rock West
Steve Buscemi,2022.0,Comedy,Sid Ganis,6.0,Mr. Deeds
Jeff Bridges,31591.0,Western,Stanley R. Jaffe,6.0,Bad Company
Nicolas Cage,12100.0,Drama,John Woo,6.0,Windtalkers
Christopher Walken,34996.0,Drama,Fernando Sulichin,6.0,The Addiction
Christian Bale,13819.0,Drama,David McGiffert,6.0,Laurel Canyon
Jim Carrey,10651.0,Action,David Valdes,6.0,The Dead Pool
Samuel L. Jackson,9602.0,Comedy,George Folsey Jr.,6.0,Coming to America
Ralph Fiennes,17771.0,Drama,András Hámori,6.0,Sunshine
Nicolas Cage,9679.0,Action,Jerry Bruckheimer,6.0,Gone in Sixty Seconds
Robert Duvall,9679.0,Action,Jerry Bruckheimer,6.0,Gone in Sixty Seconds
Clint Eastwood,9077.0,Horror,William Alland,6.0,Tarantula
Anthony Hopkins,12117.0,Drama,Michael Taylor,6.0,Instinct
Woody Harrelson,817.0,Adventure,Eric McLeod,6.0,Austin Powers: The Spy Who Shagged Me
Will Ferrell,817.0,Adventure,Eric McLeod,6.0,Austin Powers: The Spy Who Shagged Me
Steve Buscemi,9032.0,Comedy,Sid Ganis,6.0,Big Daddy
John Goodman,6488.0,Comedy,Kathleen Kennedy,6.0,Arachnophobia
Adrien Brody,10279.0,Thriller,Jon Kilik,6.0,Summer of Sam
Jeff Bridges,10875.0,Music,Paula Weinstein,6.0,The Fabulous Baker Boys
Ewan McGregor,1893.0,Adventure,Rick McCallum,6.0,Star Wars: Episode I - The Phantom Menace
Bill Murray,2978.0,Comedy,Ivan Reitman,6.0,Ghostbusters II
Geoffrey Rush,9824.0,Adventure,Lawrence Gordon,6.0,Mystery Men
Ben Stiller,9824.0,Adventure,Lawrence Gordon,6.0,Mystery Men
Paul Giamatti,9600.0,Crime,David T. Friendly,6.0,Big Momma's House
Owen Wilson,8584.0,Adventure,Roger Birnbaum,6.0,Shanghai Noon
Nicolas Cage,12518.0,Action,Mike Lobell,6.0,Honeymoon in Vegas
Bill Murray,10688.0,Drama,Amy Hobby,6.0,Hamlet
Steve Buscemi,21185.0,Romance,Tony Ganz,6.0,Vibes
Harrison Ford,11120.0,Adventure,Peter Weir,6.0,The Mosquito Coast
Matthew McConaughey,3536.0,Action,Dino De Laurentiis,6.0,U-571
Ryan Reynolds,16406.0,Comedy,Gale Anne Hurd,6.0,Dick
Will Ferrell,16406.0,Comedy,Gale Anne Hurd,6.0,Dick
William H. Macy,9824.0,Adventure,Lawrence Gordon,6.0,Mystery Men
Willem Dafoe,11654.0,Horror,Richard Shepherd,6.0,The Hunger
Samuel L. Jackson,1893.0,Adventure,Rick McCallum,6.0,Star Wars: Episode I - The Phantom Menace
Johnny Depp,1909.0,Romance,Francis Ford Coppola,6.0,Don Juan DeMarco
John Goodman,6282.0,Comedy,Jerry Bruckheimer,6.0,Coyote Ugly
J.K. Simmons,10641.0,Drama,Tom Rosenberg,6.0,Autumn in New York
Robert De Niro,9535.0,Comedy,Jane Rosenthal,6.0,Analyze This
Robert Downey Jr.,90715.0,Western,Cyma Rubin,6.0,Greaser's Palace
Mark Wahlberg,9455.0,Action,Dan Halsted,6.0,The Corruptor
Adrien Brody,47501.0,Comedy,Adam Bernstein,6.0,Six Ways to Sunday
Colin Firth,22625.0,Drama,Frank Price,6.0,Circle of Friends
Clint Eastwood,10354.0,Crime,Clint Eastwood,6.0,True Crime
Matthew McConaughey,11374.0,Comedy,Jeffrey T. Barabe,6.0,Edtv
Woody Harrelson,11374.0,Comedy,Jeffrey T. Barabe,6.0,Edtv
Viggo Mortensen,28029.0,Drama,Tony Goldwyn,6.0,A Walk on the Moon
Jeff Bridges,31593.0,Drama,Paul R. Gurian,6.0,Cutter's Way
Stanley Tucci,6071.0,Action,Barbet Schroeder,6.0,Kiss of Death
Christopher Plummer,24099.0,Adventure,Bruce Cohn Curtis,6.0,Dreamscape
Robert Downey Jr.,114719.0,Comedy,Josi W. Konski,6.0,Friends & Lovers
John Cusack,12596.0,Comedy,Art Linson,6.0,Pushing Tin
George Clooney,2133.0,Drama,Gail Katz,6.0,The Perfect Storm
Al Pacino,8592.0,Adventure,Warren Beatty,6.0,Dick Tracy
Dustin Hoffman,8592.0,Adventure,Warren Beatty,6.0,Dick Tracy
Christian Bale,10210.0,Fantasy,Arnon Milchan,6.0,A Midsummer Night's Dream
Stanley Tucci,10210.0,Fantasy,Arnon Milchan,6.0,A Midsummer Night's Dream
Mark Wahlberg,2133.0,Drama,Gail Katz,6.0,The Perfect Storm
Samuel L. Jackson,479.0,Action,Scott Rudin,6.0,Shaft
Christian Bale,479.0,Action,Scott Rudin,6.0,Shaft
James Franco,11355.0,Romance,Nancy Juvonen,6.0,Never Been Kissed
Ben Stiller,4967.0,Comedy,Edward Norton,6.0,Keeping the Faith
Edward Norton,4967.0,Comedy,Edward Norton,6.0,Keeping the Faith
Steve Buscemi,10468.0,Comedy,Celia D. Costas,6.0,28 Days
Don Cheadle,2067.0,Science Fiction,Tom Jacobson,6.0,Mission to Mars
Bill Murray,14035.0,Comedy,Daniel Goldberg,6.0,Meatballs
Ben Kingsley,116345.0,Drama,Paul Raphael,6.0,Pascali's Island
Ben Affleck,14181.0,Crime,Jennifer Todd,6.0,Boiler Room
Leonardo DiCaprio,1907.0,Drama,Andrew Macdonald,6.0,The Beach
Dustin Hoffman,10047.0,Adventure,Luc Besson,6.0,The Messenger: The Story of Joan of Arc
Woody Harrelson,10158.0,Comedy,David V. Lester,6.0,White Men Can't Jump
Tom Cruise,11259.0,Adventure,Brian Grazer,6.0,Far and Away
Kevin Costner,619.0,Thriller,Kevin Costner,6.0,The Bodyguard
Harrison Ford,9869.0,Drama,Mace Neufeld,6.0,Patriot Games
Samuel L. Jackson,9869.0,Drama,Mace Neufeld,6.0,Patriot Games
Johnny Depp,622.0,Horror,Roman Polanski,6.0,The Ninth Gate
Christopher Walken,8873.0,Music,Lorne Michaels,6.0,Wayne's World 2
Robert De Niro,21256.0,Comedy,Philip Langner,6.0,Born to Win
Samuel L. Jackson,9644.0,Comedy,Suzanne Todd,6.0,National Lampoon's Loaded Weapon 1
Jeff Bridges,12235.0,Mystery,Martin Ransohoff,6.0,Jagged Edge
Robert De Niro,36094.0,Drama,Arlene Sellers,6.0,Stanley & Iris
Anthony Hopkins,12524.0,Drama,Conchita Airoldi,6.0,Titus
Antonio Banderas,20761.0,Comedy,Stephen Chin,6.0,Play It to the Bone
Kevin Costner,20761.0,Comedy,Stephen Chin,6.0,Play It to the Bone
Woody Harrelson,20761.0,Comedy,Stephen Chin,6.0,Play It to the Bone
Robert De Niro,2924.0,Action,Pen Densham,6.0,Backdraft
Robert De Niro,31582.0,Comedy,Jane Rosenthal,6.0,Flawless
Sean Penn,26578.0,Thriller,John Schlesinger,6.0,The Falcon and the Snowman
Bill Murray,13005.0,Comedy,Art Linson,6.0,Where the Buffalo Roam
Jean Reno,397.0,Comedy,Charles Okun,6.0,French Kiss
John Goodman,18890.0,Animation,Steve Hickner,6.0,We're Back! A Dinosaur's Story
Samuel L. Jackson,36739.0,Comedy,Spike Lee,6.0,School Daze
Viggo Mortensen,10468.0,Comedy,Celia D. Costas,6.0,28 Days
Keanu Reeves,1552.0,Comedy,Brian Grazer,6.0,Parenthood
Christopher Walken,91076.0,Drama,John Turturro,6.0,Illuminata
Mark Wahlberg,19457.0,Drama,Matt Reeves,6.0,The Yards
Joaquin Phoenix,1552.0,Comedy,Brian Grazer,6.0,Parenthood
Tom Hanks,12309.0,Comedy,Bob Israel,6.0,Bachelor Party
Joaquin Phoenix,19457.0,Drama,Matt Reeves,6.0,The Yards
Robert Downey Jr.,11353.0,Comedy,Brian Grazer,6.0,Bowfinger
Denzel Washington,9944.0,Drama,Pieter Jan Brugge,6.0,The Pelican Brief
Stanley Tucci,9944.0,Drama,Pieter Jan Brugge,6.0,The Pelican Brief
Antonio Banderas,1911.0,Adventure,Michael Crichton,6.0,The 13th Warrior
Owen Wilson,21719.0,Drama,David L. Bushell,6.0,The Minus Man
